"brain_region","gene","cor_estimate","p_value","significance"
"putamen_basal_ganglia","CBLN3",-0.000199343473734274,0.998264776986704,""
"putamen_basal_ganglia","NMB",-0.0342551476132007,0.712720541298664,""
"putamen_basal_ganglia","NXPH3",-0.0736864542775264,0.407584029219899,""
"putamen_basal_ganglia","GRP",-0.246165224357766,0.00190814672045309,"*"
"putamen_basal_ganglia","RETN",-0.0305108344579676,0.761288812861223,""
"putamen_basal_ganglia","EDN3",-0.163526239403899,0.0689190599908586,""
"putamen_basal_ganglia","APLN",-0.0652117720527969,0.478500825653219,""
"substantia_nigra","UTS2",-0.255506993949133,0.0267076298094795,""
"substantia_nigra","CORT",-0.21784851063777,0.0860323122474498,""
"substantia_nigra","NPPA",-0.0291984061185759,0.794006164483941,""
"substantia_nigra","NPPB",-0.0839191035215294,0.487548672493454,""
"substantia_nigra","POMC",-0.120532182927109,0.387126955185439,""
"substantia_nigra","DBI",-0.0823785118143592,0.498814997045324,""
"substantia_nigra","NXPH2",-0.335053229182108,0.00272515387419206,"*"
"substantia_nigra","SCG2",-0.202409884018841,0.107822228670604,""
"substantia_nigra","NPPC",-0.192097103840161,0.141694197560354,""
"substantia_nigra","CCK",-0.0774941054122674,0.545349229278927,""
"substantia_nigra","UCN2",-0.0727942799121524,0.552181886350557,""
"substantia_nigra","PROK2",-0.0989250468923463,0.405652500290519,""
"substantia_nigra","TRH",-0.385873961308432,0.0021740436741769,"*"
"substantia_nigra","SST",-0.104490126680551,0.422648039186086,""
"substantia_nigra","NMU",-0.179397762680041,0.147650504873191,""
"substantia_nigra","PRL",-0.0747173023393987,0.564395465571749,""
"substantia_nigra","SCGN",-0.0806636942663332,0.54966813801094,""
"substantia_nigra","NXPH1",-0.260525058313168,0.0600095730986802,""
"substantia_nigra","NPY",-0.19660656052372,0.115634721071002,""
"substantia_nigra","TAC1",-0.111005874349573,0.398912103427251,""
"substantia_nigra","VGF",-0.190645669265564,0.147383840057582,""
"substantia_nigra","NAMPT",-0.128033628059208,0.346686514683188,""
"substantia_nigra","PNOC",-0.15843708421205,0.231087117759601,""
"substantia_nigra","PENK",-0.299257334469261,0.0319934638164929,""
"substantia_nigra","CRH",-0.228061820434754,0.149297953729215,""
"substantia_nigra","RLN1",-0.0713271805993607,0.594086901918913,""
"substantia_nigra","QRFP",-0.00225809816770611,0.985945279440169,""
"substantia_nigra","IGF2",-0.186441136976,0.193681666512539,""
"substantia_nigra","INS",-0.0288222283531333,0.831860947979485,""
"substantia_nigra","CALCB",-0.0978792330220957,0.450601185661925,""
"substantia_nigra","NUCB2",-0.280259705424842,0.0170077474053547,""
"substantia_nigra","GAL",-0.0770295157058615,0.530913256720236,""
"substantia_nigra","PTHLH",-0.16083687930776,0.195784717824071,""
"substantia_nigra","TAC3",-0.129757971079569,0.316661224291001,""
"substantia_nigra","NXPH4",-0.242317286889018,0.0602807673846771,""
"substantia_nigra","IGF1",-0.183451736112371,0.152360859741555,""
"substantia_nigra","CBLN3",-0.0790436387637444,0.542121055718095,""
"substantia_nigra","CHGA",-0.277885603817511,0.0333031126436021,""
"substantia_nigra","SCG5",-0.322305842487419,0.0057022695368026,"*"
"substantia_nigra","SCG3",-0.321748223685462,0.00477736756749973,"*"
"substantia_nigra","NMB",-0.19239615791843,0.140784473982896,""
"substantia_nigra","NPW",-0.151802485501993,0.223566676436115,""
"substantia_nigra","CBLN1",-0.145098980763845,0.254025147911648,""
"substantia_nigra","AGRP",-0.0368437310070401,0.786648337884296,""
"substantia_nigra","PYY",-0.0589678014775699,0.641273470188375,""
"substantia_nigra","NXPH3",-0.325858113788762,0.00914303313845856,"*"
"substantia_nigra","ADCYAP1",-0.043517521243458,0.731482724740907,""
"substantia_nigra","GRP",-0.146028440649073,0.279419918052123,""
"substantia_nigra","CBLN2",-0.264078459610116,0.0225676266423173,""
"substantia_nigra","PDYN",-0.108551446633146,0.408713810907972,""
"substantia_nigra","GNRH2",-0.231107606023811,0.0526914827767587,""
"substantia_nigra","OXT",-0.0744819476516698,0.557751077800293,""
"substantia_nigra","CHGB",-0.290901334085902,0.016798255106042,""
"substantia_nigra","CBLN4",-0.284482871385982,0.0462223381365032,""
"substantia_nigra","EDN3",-0.235681744121671,0.0583731933545041,""
"cerebellar_hemisphere","POMC",-0.0152105704654089,0.851727387833623,""
"cerebellar_hemisphere","NXPH2",-0.073679258150296,0.365456996397033,""
"cerebellar_hemisphere","SCG2",-0.0793872340049109,0.368677917475725,""
"cerebellar_hemisphere","NPPC",-0.13653705982408,0.121367398368809,""
"cerebellar_hemisphere","CCK",-0.043573770346933,0.615246249192153,""
"cerebellar_hemisphere","UCN2",-0.0111950680351891,0.900213182728712,""
"cerebellar_hemisphere","PROK2",-0.00724695033738392,0.930928652605974,""
"cerebellar_hemisphere","TRH",-0.0765906411126741,0.38056108800626,""
"cerebellar_hemisphere","ADIPOQ",-0.0799210297369701,0.363058385502943,""
"cerebellar_hemisphere","NMU",-0.124509894856697,0.175080673962882,""
"cerebellar_hemisphere","PRL",-0.0257970491881889,0.751459899506005,""
"cerebellar_hemisphere","MLN",-0.0673993311493984,0.424643239820467,""
"cerebellar_hemisphere","NXPH1",-0.054435782331341,0.538548224547828,""
"cerebellar_hemisphere","VGF",-0.104102676250357,0.217549809916489,""
"cerebellar_hemisphere","GNRH1",-0.0419154127407682,0.644181171944769,""
"cerebellar_hemisphere","PNOC",-0.136221068502324,0.0953801366771673,""
"cerebellar_hemisphere","CRH",-0.039627407531667,0.636298207953709,""
"cerebellar_hemisphere","RLN2",-0.0532361648820449,0.533334021535252,""
"cerebellar_hemisphere","RLN1",-0.0329767341582984,0.715775362335846,""
"cerebellar_hemisphere","SCT",-0.00873224048839571,0.918566839443733,""
"cerebellar_hemisphere","INS",-0.0644080413859462,0.459776916101064,""
"cerebellar_hemisphere","CALCB",-0.129091742695966,0.142752884669725,""
"cerebellar_hemisphere","NUCB2",-0.185729643972847,0.0395680076323001,""
"cerebellar_hemisphere","GAL",-0.0644711081710546,0.472636781153587,""
"cerebellar_hemisphere","IAPP",-0.0373464048975754,0.677226451070162,""
"cerebellar_hemisphere","PTHLH",-0.0824567725060142,0.34107323091599,""
"cerebellar_hemisphere","NPFF",-0.0349163821501983,0.699370563504871,""
"cerebellar_hemisphere","NXPH4",-0.152792329665298,0.0771935993655818,""
"cerebellar_hemisphere","CBLN3",-0.264963674893154,0.00281476929579885,"*"
"cerebellar_hemisphere","CHGA",-0.0458426560370635,0.614696885569231,""
"cerebellar_hemisphere","SCG5",-0.149563474126373,0.0970489285584231,""
"cerebellar_hemisphere","SCG3",-0.0795992788869496,0.337412876556577,""
"cerebellar_hemisphere","NMB",-0.0203842750813968,0.822915069078382,""
"cerebellar_hemisphere","NPW",-0.205701223499901,0.0133178100345936,""
"cerebellar_hemisphere","CBLN1",-0.235229334807951,0.0108708494712451,""
"cerebellar_hemisphere","HCRT",-0.0214448448044603,0.795565680725693,""
"cerebellar_hemisphere","NXPH3",-0.141973245204629,0.119722965072629,""
"cerebellar_hemisphere","ADCYAP1",-0.0312961019314721,0.711135315232581,""
"cerebellar_hemisphere","GRP",-0.175728942476665,0.047147946896524,""
"cerebellar_hemisphere","CBLN2",-0.142055670743747,0.0988090923426872,""
"cerebellar_hemisphere","GNRH2",-0.00271746003568603,0.974498593074214,""
"cerebellar_hemisphere","AVP",-0.0737219531087767,0.375117964133676,""
"cerebellar_hemisphere","CHGB",-0.179370196763259,0.0330045849593528,""
"cerebellar_hemisphere","CBLN4",-0.111082436031889,0.237830185886849,""
"cerebellar_hemisphere","EDN3",-0.111383182941835,0.205384195850241,""
"cerebellar_hemisphere","ADM2",-0.0839593470263309,0.313745792481567,""
"cerebellar_hemisphere","APLN",-0.0143219465311841,0.863545356763294,""
"cerebellum","UTS2",-0.0473809432661628,0.568299194697237,""
"cerebellum","CORT",-0.190551080802301,0.018380372831648,""
"cerebellum","NPPA",-0.0618502257036679,0.452720715222536,""
"cerebellum","NPPB",-0.0355447192510552,0.68522861975612,""
"cerebellum","EDN2",-0.0445223702370008,0.609013272582801,""
"cerebellum","PROK1",-0.10603845814371,0.187671708829171,""
"cerebellum","KISS1",-0.159649025152496,0.0509000877175798,""
"cerebellum","NXPH2",-0.157992706844446,0.0449781137991104,""
"cerebellum","SCG2",-0.0528286274012246,0.508245076488845,""
"cerebellum","NPPC",-0.231221578283321,0.00547046970308825,"*"
"cerebellum","PROK2",-0.223174867910727,0.00333865626237245,"*"
"cerebellum","TRH",-0.0353559331981024,0.661520206887663,""
"cerebellum","ADIPOQ",-0.0333120374258999,0.699539991389308,""
"cerebellum","NMU",-0.202276120620961,0.0132690750948345,""
"cerebellum","SCGN",-0.0893990993270652,0.262971508747399,""
"cerebellum","NXPH1",-0.187158038612909,0.0251311486234268,""
"cerebellum","NPY",-0.0184036063176792,0.822162470052469,""
"cerebellum","TAC1",-0.254644966063782,0.0023887073523619,"*"
"cerebellum","NAMPT",-0.0926687226937698,0.249349283790721,""
"cerebellum","LEP",-0.169310781565752,0.0385655789910102,""
"cerebellum","GNRH1",-0.0345638178846998,0.677240646637595,""
"cerebellum","PNOC",-0.175001886346416,0.025088527455813,""
"cerebellum","QRFP",-0.0545814686308687,0.499536129244756,""
"cerebellum","SCT",-0.00844798046680802,0.918748835490139,""
"cerebellum","IGF2",-0.0335643044702557,0.680144586256868,""
"cerebellum","CALCB",-0.0505846323901529,0.520490638721903,""
"cerebellum","NUCB2",-0.253560035336453,0.00290949303203827,"*"
"cerebellum","GAL",-0.107115744649818,0.195438420567926,""
"cerebellum","PTHLH",-0.140432750112142,0.0830972595111992,""
"cerebellum","NPFF",-0.0861289065079225,0.315191039681167,""
"cerebellum","NXPH4",-0.117278242431321,0.152201406592482,""
"cerebellum","IGF1",-0.0569730708925353,0.490723456744975,""
"cerebellum","CBLN3",-0.330708724803935,1.43849867397964e-05,"*"
"cerebellum","CHGA",-0.0811704556584769,0.329690209231074,""
"cerebellum","SCG5",-0.184244201994587,0.0206638843495725,""
"cerebellum","NPW",-0.12820899895017,0.0986162671657664,""
"cerebellum","CBLN1",-0.241715642767655,0.00379291616182006,"*"
"cerebellum","NXPH3",-0.161211212771586,0.0394972003727311,""
"cerebellum","ADCYAP1",-0.128192372606856,0.113452877015742,""
"cerebellum","GRP",-0.271776886253152,0.00136363073899725,"*"
"cerebellum","CBLN2",-0.119434677780401,0.145873829715754,""
"cerebellum","PDYN",-0.175723447590447,0.0321393365376396,""
"cerebellum","GNRH2",-0.0415490474087134,0.635473406337626,""
"cerebellum","CHGB",-0.139885647067251,0.0801676068142176,""
"cerebellum","CBLN4",-0.168932574876556,0.0386890790102712,""
"cerebellum","EDN3",-0.192624702832662,0.0276434762214068,""
"cerebellum","ADM2",-0.0843342816584726,0.316706334470801,""
