"brain_region","gene","cor_estimate","p_value","significance"
"frontal_cortex_ba9","NUCB2",-0.188669918209641,0.0459670976190501,""
"frontal_cortex_ba9","GAL",-0.160946374397234,0.0857993887152032,""
"frontal_cortex_ba9","PTHLH",-0.396357185608707,1.63779333986182e-05,"*"
"frontal_cortex_ba9","TAC3",-0.30921139664168,0.000831830079096303,"*"
"frontal_cortex_ba9","NXPH4",-0.0868557407225122,0.369131379962754,""
"frontal_cortex_ba9","NTS",-0.241462588444715,0.00958523220760461,"*"
"frontal_cortex_ba9","IGF1",-0.163364922228851,0.08057753270881,""
"frontal_cortex_ba9","CBLN3",-0.06667733566909,0.488517950522407,""
"frontal_cortex_ba9","CHGA",-0.123472638302338,0.214326300273916,""
"frontal_cortex_ba9","SCG5",-0.232933989592425,0.0116715719129257,""
"frontal_cortex_ba9","SCG3",-0.193133664601975,0.0361979687073172,""
"frontal_cortex_ba9","NPW",-0.170925044953286,0.103794448432272,""
"frontal_cortex_ba9","CBLN1",-0.362649646758971,0.000111820404196738,"*"
"frontal_cortex_ba9","AGRP",-0.0735020195565993,0.441499882697674,""
"frontal_cortex_ba9","HCRT",-0.0288233555211247,0.776483782860743,""
"frontal_cortex_ba9","NXPH3",-0.0644427970444705,0.488819520605786,""
"frontal_cortex_ba9","ADCYAP1",-0.153427624784125,0.0946175160740682,""
"frontal_cortex_ba9","GRP",-0.119549655983888,0.22448781843337,""
"frontal_cortex_ba9","CBLN2",-0.173675564869809,0.0562696439932157,""
"frontal_cortex_ba9","PDYN",-0.283103500042976,0.00191374952653985,"*"
"frontal_cortex_ba9","GNRH2",-0.12638159608007,0.195887855004284,""
"frontal_cortex_ba9","OXT",-0.0641932826842456,0.498009743478785,""
"frontal_cortex_ba9","CHGB",-0.269258066791759,0.0047235513898385,"*"
"frontal_cortex_ba9","CBLN4",-0.222967059923952,0.0151421269077128,""
"frontal_cortex_ba9","EDN3",-0.127770668780139,0.192848140663815,""
"anterior_cingulate_cortex_ba24","CORT",-0.282289973947739,0.00869483666916917,"*"
"anterior_cingulate_cortex_ba24","NPPA",-0.224294570930244,0.0333294656706735,""
"anterior_cingulate_cortex_ba24","NPPB",-0.0979485145833287,0.379705903762509,""
"anterior_cingulate_cortex_ba24","PROK1",-0.137574939466274,0.266029313972032,""
"anterior_cingulate_cortex_ba24","KISS1",-0.0474814810587594,0.67894512187653,""
"anterior_cingulate_cortex_ba24","UCN",-0.141931820356813,0.214614945615148,""
"anterior_cingulate_cortex_ba24","DBI",-0.0732896118996285,0.526964017829895,""
"anterior_cingulate_cortex_ba24","NXPH2",-0.276069953760032,0.0083630376991175,"*"
"anterior_cingulate_cortex_ba24","SCG2",-0.203247936515039,0.0921202168901875,""
"anterior_cingulate_cortex_ba24","NPPC",-0.25784564058591,0.0183655565118171,""
"anterior_cingulate_cortex_ba24","CCK",-0.281040471043131,0.0175047451697055,""
"anterior_cingulate_cortex_ba24","UCN2",-0.191487420216706,0.11799433857803,""
"anterior_cingulate_cortex_ba24","PROK2",-0.123596980071269,0.274695046965539,""
"anterior_cingulate_cortex_ba24","TRH",-0.26856010355511,0.0238401962280945,""
"anterior_cingulate_cortex_ba24","KNG1",-0.171711139071777,0.107933250252864,""
"anterior_cingulate_cortex_ba24","ADIPOQ",-0.0191162938132817,0.863157979896216,""
"anterior_cingulate_cortex_ba24","SST",-0.268289481982089,0.0170271591232406,""
"anterior_cingulate_cortex_ba24","NMU",-0.316403406209628,0.00415171618509018,"*"
"anterior_cingulate_cortex_ba24","SCGN",-0.206344376154062,0.075454462179565,""
"anterior_cingulate_cortex_ba24","VIP",-0.186233307029869,0.0918264189278423,""
"anterior_cingulate_cortex_ba24","NXPH1",-0.253266016250317,0.0147783431402499,""
"anterior_cingulate_cortex_ba24","NPY",-0.287226016352566,0.00680463047805846,"*"
"anterior_cingulate_cortex_ba24","TAC1",-0.264347371970522,0.0134338433047812,""
"anterior_cingulate_cortex_ba24","VGF",-0.26920100541586,0.0237285030768233,""
"anterior_cingulate_cortex_ba24","NAMPT",-0.136486632959523,0.212595825265858,""
"anterior_cingulate_cortex_ba24","GNRH1",-0.0599228150921953,0.635644407470395,""
"anterior_cingulate_cortex_ba24","PNOC",-0.291771484288399,0.0128603307864863,""
"anterior_cingulate_cortex_ba24","PENK",-0.250165203204396,0.0299302584183356,""
"anterior_cingulate_cortex_ba24","CRH",-0.209516239303615,0.0756166644527235,""
"anterior_cingulate_cortex_ba24","RLN1",-0.087764208587178,0.415783900541441,""
"anterior_cingulate_cortex_ba24","SCT",-0.109720011593127,0.318676459223145,""
"anterior_cingulate_cortex_ba24","IGF2",-0.0883845143040193,0.459408966915426,""
"anterior_cingulate_cortex_ba24","INS",-0.0940032607547086,0.4173495692909,""
"anterior_cingulate_cortex_ba24","CALCB",-0.184740380312339,0.245757036652684,""
"anterior_cingulate_cortex_ba24","CALCA",-0.111867978262692,0.452453266183189,""
"anterior_cingulate_cortex_ba24","NUCB2",-0.253702078453958,0.0342349308310556,""
"anterior_cingulate_cortex_ba24","GAL",-0.0665600389476073,0.542566567832069,""
"anterior_cingulate_cortex_ba24","PTHLH",-0.271615939765381,0.0119151714421774,""
"anterior_cingulate_cortex_ba24","NPFF",-0.0267494656822776,0.819284691221309,""
"anterior_cingulate_cortex_ba24","TAC3",-0.260419290465669,0.0238853019246515,""
"anterior_cingulate_cortex_ba24","NXPH4",-0.331038845110621,0.00347902360439496,"*"
"anterior_cingulate_cortex_ba24","NTS",-0.153718353023802,0.174336699631337,""
"anterior_cingulate_cortex_ba24","IGF1",-0.237367934572846,0.0287681070848369,""
"anterior_cingulate_cortex_ba24","CBLN3",-0.069350030476282,0.536144190626318,""
"anterior_cingulate_cortex_ba24","CHGA",-0.235200073319732,0.0367132811701843,""
"anterior_cingulate_cortex_ba24","SCG5",-0.236075339412219,0.0315818732751892,""
"anterior_cingulate_cortex_ba24","SCG3",-0.17807361801544,0.113868956561708,""
"anterior_cingulate_cortex_ba24","NMB",-0.318791853872168,0.00524481799813475,"*"
"anterior_cingulate_cortex_ba24","NPW",-0.389266572717273,0.000171686097061768,"*"
"anterior_cingulate_cortex_ba24","CBLN1",-0.201751107586917,0.0721772678291016,""
"anterior_cingulate_cortex_ba24","AGRP",-0.0783612792778092,0.476321527852923,""
"anterior_cingulate_cortex_ba24","HCRT",-0.119414303859881,0.301009734755114,""
"anterior_cingulate_cortex_ba24","NXPH3",-0.332834202050566,0.00226373535968861,"*"
"anterior_cingulate_cortex_ba24","ADCYAP1",-0.0915465876089962,0.434574890014922,""
"anterior_cingulate_cortex_ba24","GRP",-0.0541420969536095,0.652905487412828,""
"anterior_cingulate_cortex_ba24","CBLN2",-0.228487669288915,0.0449233815365655,""
"anterior_cingulate_cortex_ba24","RETN",-0.0517586125439606,0.674459434054256,""
"anterior_cingulate_cortex_ba24","PDYN",-0.162243597670275,0.160908018687503,""
"anterior_cingulate_cortex_ba24","GNRH2",-0.106890204264114,0.350130708103654,""
"anterior_cingulate_cortex_ba24","OXT",-0.0240712496473308,0.839828686876243,""
"anterior_cingulate_cortex_ba24","AVP",-0.094372978289982,0.363276676008837,""
"anterior_cingulate_cortex_ba24","CHGB",-0.238850249059651,0.0319858690125166,""
"anterior_cingulate_cortex_ba24","GHRH",-0.0335012034064436,0.7423885970548,""
"anterior_cingulate_cortex_ba24","CBLN4",-0.199723947612968,0.0685399963753468,""
"anterior_cingulate_cortex_ba24","EDN3",-0.221649929233187,0.0467507147659379,""
"anterior_cingulate_cortex_ba24","APLN",-0.131053904874349,0.246985979534363,""
"amygdala","CORT",-0.315357467817927,0.0197761788769757,""
"amygdala","NPPA",-0.0916955658697448,0.489994599327719,""
"amygdala","DBI",-0.169930614737277,0.165324001486945,""
"amygdala","NXPH2",-0.364296456852924,0.00143627131664295,"*"
"amygdala","SCG2",-0.228836117095616,0.0921122569922344,""
"amygdala","NPPC",-0.233280254591926,0.0786116962847657,""
"amygdala","CCK",-0.26909577008078,0.0399440617138472,""
"amygdala","PROK2",-0.122759210398055,0.328204434661655,""
"amygdala","TRH",-0.136732933782202,0.290112755147491,""
"amygdala","ADIPOQ",-0.0486717134129677,0.662703177212788,""
"amygdala","SST",-0.192329392687559,0.156741532125359,""
"amygdala","NMU",-0.139286410565649,0.283710830837601,""
"amygdala","PRL",-0.00729002702505947,0.950816195501044,""
"amygdala","SCGN",-0.0846826442372661,0.475453854533618,""
"amygdala","VIP",-0.348193231976055,0.00550504908272082,"*"
"amygdala","NXPH1",-0.390819500902606,0.00128312554140828,"*"
"amygdala","NPY",-0.281214940786817,0.0334574506801081,""
"amygdala","TAC1",-0.274155670801043,0.0450036851502415,""
"amygdala","VGF",-0.145232931688389,0.281612020294395,""
"amygdala","NAMPT",-0.0349864265299963,0.785996774571853,""
"amygdala","PNOC",-0.293217903932388,0.0232566953017275,""
"amygdala","PENK",-0.218126381022022,0.0804476413279444,""
"amygdala","CRH",-0.334116686805637,0.00995647409967898,"*"
"amygdala","RLN1",-0.0410969683043605,0.739995365575696,""
"amygdala","IGF2",-0.0557726147444176,0.657750525223813,""
"amygdala","INS",-0.158354498303782,0.231285990163941,""
"amygdala","NUCB2",-0.175079465336477,0.176617872673368,""
"amygdala","PTHLH",-0.449240766457426,0.000153068012797792,"*"
"amygdala","NPFF",-0.0146297908899672,0.908202681463131,""
"amygdala","TAC3",-0.517255393611738,0.000175397275660462,"*"
"amygdala","NXPH4",-0.0873066986292291,0.50316328534057,""
"amygdala","NTS",-0.115928688183909,0.344859152332879,""
"amygdala","PMCH",-0.10153912422063,0.334971817964149,""
"amygdala","IGF1",-0.111948199545102,0.370180614877617,""
"amygdala","CBLN3",-0.321031822467862,0.00241909255705989,"*"
"amygdala","CHGA",-0.236329005938785,0.0775349329504648,""
"amygdala","SCG5",-0.272532882960693,0.0485488876215785,""
"amygdala","SCG3",-0.321771931466819,0.0107759768071253,""
"amygdala","NMB",-0.112113040787004,0.404104583268756,""
"amygdala","NPW",-0.130065833471114,0.310503961256852,""
"amygdala","CBLN1",-0.451320830313118,0.000705048886056051,"*"
"amygdala","GAST",-0.0972654071968884,0.491611789154009,""
"amygdala","HCRT",-0.0423853954137097,0.725429821680907,""
"amygdala","NXPH3",-0.464208689434461,0.000123331773800079,"*"
"amygdala","ADCYAP1",-0.308221971979909,0.0114870886243475,""
"amygdala","GRP",-0.0415860849256188,0.738457002255981,""
"amygdala","CBLN2",-0.35381618867,0.00562430643576744,"*"
"amygdala","RETN",-0.0277538025864697,0.857435855150625,""
"amygdala","GALP",-0.0847807670451789,0.483226295214229,""
"amygdala","PDYN",-0.147405519147037,0.221963942201455,""
"amygdala","GNRH2",-0.134391542132012,0.291075145253661,""
"amygdala","AVP",-0.144255738099151,0.226307982045606,""
"amygdala","CHGB",-0.268490871608018,0.0354598574974587,""
"amygdala","GHRH",-0.312498033874548,0.00764846327912862,"*"
"amygdala","CBLN4",-0.209362222165929,0.0795419441030647,""
"amygdala","EDN3",-0.177923760980748,0.17019248022243,""
"amygdala","APLN",-0.185868040031562,0.128690553682596,""
"hypothalamus","PROK1",-0.0229398739521609,0.813150136368119,""
"hypothalamus","NMS",-0.0713497451220229,0.470006008476491,""
"hypothalamus","NXPH2",-0.334611838852643,0.000424080626938507,"*"
"hypothalamus","SCG2",-0.0363761008110947,0.714878890570419,""
"hypothalamus","NPPC",-0.04297376414285,0.632465164530527,""
"hypothalamus","CCK",-0.294549844852542,0.00203448419358892,"*"
"hypothalamus","ADIPOQ",-0.332662992692625,0.00291103118213829,"*"
"hypothalamus","NMU",-0.136027441975707,0.162626224914191,""
"hypothalamus","PRL",-0.148316489481345,0.115230163324973,""
"hypothalamus","VIP",-0.00488934090860015,0.965425473506176,""
"hypothalamus","NXPH1",-0.210000686584679,0.0169829589124103,""
"hypothalamus","TAC1",-0.10241138644059,0.323418074293387,""
"hypothalamus","PNOC",-0.119373040144165,0.270958316453196,""
"hypothalamus","CRH",-0.0262602351400374,0.807971538779815,""
"hypothalamus","NPS",-0.0685530077211061,0.545191283975421,""
"hypothalamus","IGF2",-0.219214657632215,0.0308732169224144,""
"hypothalamus","INS",-0.047738222944348,0.650978584774103,""
"hypothalamus","IAPP",-0.0236735455927598,0.824854859700975,""
"hypothalamus","PTHLH",-0.209950365484756,0.0404987990843662,""
"hypothalamus","NXPH4",-0.19400045621832,0.0465728447928924,""
"hypothalamus","NTS",-0.125946845220445,0.228493817109512,""
"hypothalamus","IGF1",-0.00878889927308,0.929717484762087,""
"hypothalamus","CHGA",-0.0906459467845799,0.335857184499927,""
"hypothalamus","SCG5",-0.0742442745568634,0.420122385426835,""
"hypothalamus","SCG3",-0.0300288542138566,0.744847782738804,""
"hypothalamus","CBLN1",-0.16952237504895,0.0754911221527185,""
"hypothalamus","NXPH3",-0.182950938197367,0.0564567120071302,""
"hypothalamus","ADCYAP1",-0.0860486378704621,0.333037776760749,""
"hypothalamus","CBLN2",-0.257849498801534,0.00665197437982209,"*"
"hypothalamus","GNRH2",-0.0150681120041479,0.890876362533086,""
"hypothalamus","CHGB",-0.0500451868136637,0.598991158445131,""
"hypothalamus","CBLN4",-0.165864695754118,0.0769779635188204,""
"hypothalamus","EDN3",-0.236072565281753,0.0139051914558346,""
"hypothalamus","APLN",-0.167369663588844,0.0815201358056922,""
"caudate_basal_ganglia","CORT",-0.00185893048438977,0.981268925056619,""
"caudate_basal_ganglia","EDN2",-0.036119549341115,0.678646595256858,""
"caudate_basal_ganglia","POMC",-0.0323473045599134,0.723008929483402,""
"caudate_basal_ganglia","UCN",-0.0201606880639116,0.811752945937492,""
"caudate_basal_ganglia","DBI",-0.0777068519526242,0.357451025720968,""
"caudate_basal_ganglia","NXPH2",-0.132275347751324,0.110981594870432,""
"caudate_basal_ganglia","SCG2",-0.0312681454936668,0.690257492916431,""
"caudate_basal_ganglia","NPPC",-0.0734121660100585,0.357092580331874,""
"caudate_basal_ganglia","CCK",-0.158865738280571,0.0496757486002391,""
"caudate_basal_ganglia","TRH",-0.0498040701081403,0.54588754099987,""
"caudate_basal_ganglia","NMU",-0.0584705492098042,0.484242827676631,""
"caudate_basal_ganglia","SCGN",-0.0752683273767742,0.348400167413322,""
"caudate_basal_ganglia","VIP",-0.357263271759352,1.15733477645117e-05,"*"
"caudate_basal_ganglia","NXPH1",-0.184148801145876,0.019360007440462,""
"caudate_basal_ganglia","TAC1",-0.113765526795701,0.137766938320543,""
"caudate_basal_ganglia","VGF",-0.100490870826939,0.200808567930332,""
"caudate_basal_ganglia","PNOC",-0.0326410295228594,0.696345990040748,""
"caudate_basal_ganglia","PENK",-0.0160789845823897,0.841828737686786,""
"caudate_basal_ganglia","CRH",-0.169051306303052,0.0558796697739252,""
"caudate_basal_ganglia","IGF2",-0.0273412289383279,0.740733501914255,""
"caudate_basal_ganglia","CALCB",-0.121454773721279,0.158526919571651,""
"caudate_basal_ganglia","CALCA",-0.071902397439316,0.45682880428285,""
"caudate_basal_ganglia","NUCB2",-0.0335771835194772,0.673719428649204,""
"caudate_basal_ganglia","GAL",-0.163872208713674,0.0575083574706971,""
"caudate_basal_ganglia","PTHLH",-0.166161354436401,0.0314641471988161,""
"caudate_basal_ganglia","TAC3",-0.114887203986293,0.157192155677942,""
"caudate_basal_ganglia","NXPH4",-0.0950546691380684,0.282328018781667,""
"caudate_basal_ganglia","IGF1",-0.0778561442541465,0.363400559706671,""
"caudate_basal_ganglia","CBLN3",-0.0132644025455837,0.878914778283143,""
"caudate_basal_ganglia","CHGA",-0.0535577011794525,0.473753787643325,""
"caudate_basal_ganglia","SCG5",-0.0766887350396835,0.30380168724412,""
"caudate_basal_ganglia","SCG3",-0.11164124431167,0.183588570787345,""
"caudate_basal_ganglia","NMB",-0.0779795670415378,0.370763807312419,""
"caudate_basal_ganglia","NPW",-0.0878761278822739,0.292949605064237,""
"caudate_basal_ganglia","CBLN1",-0.157057222277716,0.0535864127917082,""
"caudate_basal_ganglia","NXPH3",-0.135749027958795,0.120636649234238,""
"caudate_basal_ganglia","CBLN2",-0.111277117835647,0.161413097536551,""
"caudate_basal_ganglia","PDYN",-0.112046602580725,0.148360956208273,""
"caudate_basal_ganglia","GNRH2",-0.0203962827686729,0.808472085364344,""
"caudate_basal_ganglia","OXT",-0.0887567112428076,0.267728849092376,""
"caudate_basal_ganglia","AVP",-0.060038162589738,0.467064945904191,""
"caudate_basal_ganglia","CHGB",-0.07476017704074,0.32450758175134,""
"caudate_basal_ganglia","EDN3",-0.14684493945024,0.105207655345157,""
"nucleus_accumbens_basal_ganglia","PROK1",-0.0292242636901125,0.744193336193813,""
"nucleus_accumbens_basal_ganglia","DBI",-0.161548091051362,0.0740668600412258,""
"nucleus_accumbens_basal_ganglia","NXPH2",-0.145963981620568,0.0940399736062393,""
"nucleus_accumbens_basal_ganglia","NPPC",-0.148654626864301,0.124529817051503,""
"nucleus_accumbens_basal_ganglia","CCK",-0.0704098577845516,0.405450292799001,""
"nucleus_accumbens_basal_ganglia","PROK2",-0.1727555435824,0.0472260154256164,""
"nucleus_accumbens_basal_ganglia","TRH",-0.139531446837871,0.135828275425697,""
"nucleus_accumbens_basal_ganglia","ADIPOQ",-0.069596333893414,0.467566523027212,""
"nucleus_accumbens_basal_ganglia","EDN1",-0.0155754475897253,0.850359293426937,""
"nucleus_accumbens_basal_ganglia","SCGN",-0.133031413210651,0.153208981599331,""
"nucleus_accumbens_basal_ganglia","VIP",-0.218157883680016,0.00460988474482215,"*"
"nucleus_accumbens_basal_ganglia","NXPH1",-0.2211095684088,0.0105043069009472,""
"nucleus_accumbens_basal_ganglia","NAMPT",-0.090458471395805,0.335285403592927,""
"nucleus_accumbens_basal_ganglia","PNOC",-0.000584043331478449,0.994996716180802,""
"nucleus_accumbens_basal_ganglia","RLN2",-0.036974009851574,0.664757556241828,""
"nucleus_accumbens_basal_ganglia","RLN1",-0.0246608859545775,0.793690941638937,""
"nucleus_accumbens_basal_ganglia","SCT",-0.0222383038030867,0.799647142653857,""
"nucleus_accumbens_basal_ganglia","IGF2",-0.142971647526148,0.109611573039635,""
"nucleus_accumbens_basal_ganglia","INS",-0.0963120622271177,0.199275263861706,""
"nucleus_accumbens_basal_ganglia","GAL",-0.0450824000049314,0.630339635196088,""
"nucleus_accumbens_basal_ganglia","PTHLH",-0.109460678558051,0.223977387057759,""
"nucleus_accumbens_basal_ganglia","TAC3",-0.0177875376014426,0.850903665499837,""
"nucleus_accumbens_basal_ganglia","NXPH4",-0.0634027686679742,0.533696610217925,""
"nucleus_accumbens_basal_ganglia","NTS",-0.141086790477383,0.148035038101328,""
"nucleus_accumbens_basal_ganglia","PMCH",-0.0174255332746533,0.848396644461578,""
"nucleus_accumbens_basal_ganglia","IGF1",-0.0110264921471954,0.904962587401503,""
"nucleus_accumbens_basal_ganglia","CBLN3",-0.0895716517106344,0.334759660386801,""
"nucleus_accumbens_basal_ganglia","CHGA",-0.0141552530500325,0.879675079394467,""
"nucleus_accumbens_basal_ganglia","SCG3",-0.0369006910990982,0.692776069619362,""
"nucleus_accumbens_basal_ganglia","NMB",-0.135195387693108,0.114737898481494,""
"nucleus_accumbens_basal_ganglia","CBLN1",-0.204869603569708,0.0419342480507469,""
"nucleus_accumbens_basal_ganglia","NXPH3",-0.0690944502382505,0.452495263641792,""
"nucleus_accumbens_basal_ganglia","ADCYAP1",-0.0544903302374567,0.590813972340178,""
"nucleus_accumbens_basal_ganglia","GRP",-0.064667971869195,0.472899741628004,""
"nucleus_accumbens_basal_ganglia","CBLN2",-0.0284919591963174,0.746860199203688,""
"nucleus_accumbens_basal_ganglia","RETN",-0.0542560568396718,0.560665045190715,""
"nucleus_accumbens_basal_ganglia","OXT",-0.00206523294410686,0.982701465788997,""
"nucleus_accumbens_basal_ganglia","AVP",-0.101811722905458,0.266147064068674,""
"nucleus_accumbens_basal_ganglia","CHGB",-0.00740693900242054,0.935822580201073,""
"nucleus_accumbens_basal_ganglia","GHRH",-0.173297996503242,0.0867532661772739,""
"nucleus_accumbens_basal_ganglia","EDN3",-0.196499766015156,0.0239095125759055,""
"nucleus_accumbens_basal_ganglia","APLN",-0.0371099892815244,0.675391920262675,""
"putamen_basal_ganglia","PROK1",-0.0682391968323394,0.463520965269146,""
"putamen_basal_ganglia","DBI",-0.0212500547245196,0.805527061656186,""
"putamen_basal_ganglia","NXPH2",-0.116536658898276,0.195906240049321,""
"putamen_basal_ganglia","NPPC",-0.00420876096877111,0.962467608039408,""
"putamen_basal_ganglia","UCN2",-0.100978499141915,0.322094334492992,""
"putamen_basal_ganglia","EDN1",-0.0120332189540573,0.893250555651497,""
"putamen_basal_ganglia","SCGN",-0.0472528602862637,0.581707054101277,""
"putamen_basal_ganglia","VIP",-0.131452201049417,0.152752122074585,""
"putamen_basal_ganglia","NXPH1",-0.0181802204607749,0.836457194436346,""
"putamen_basal_ganglia","GNRH1",-0.0501597818970065,0.60132756515687,""
"putamen_basal_ganglia","RLN1",-0.0108217267992362,0.903302066737644,""
"putamen_basal_ganglia","UCN3",-0.0489353432887467,0.589032484531043,""
"putamen_basal_ganglia","INS",-0.062014830784343,0.482692297376354,""
"putamen_basal_ganglia","GAL",-0.0151193203574818,0.877340254137993,""
"putamen_basal_ganglia","PTHLH",-0.0189257825507712,0.83091538747495,""
"putamen_basal_ganglia","NTS",-0.0207343259807426,0.816740386898888,""
"putamen_basal_ganglia","PMCH",-0.0804783317557278,0.357661722583615,""
